UNITID,EFALEVEL,EFTOTLT,EFTOTLM,EFTOTLW
117788,3,16485,7245,9240
117803,3,182,40,142
117867,3,7931,3109,4822
117894,3,7502,3445,4057
117928,3,1304,704,600
117946,3,6087,2594,3493
117955,3,186,7,179
118116,3,67,3,64
118125,3,36,1,35
118134,3,67,2,65
118143,3,56,5,51
118161,3,126,2,124
118189,3,138,5,133
118198,3,594,167,427
118259,3,520,77,443
118277,3,1335,332,1003
118286,3,890,241,649
118347,3,5040,2133,2907
118356,3,2405,177,2228
118541,3,1033,463,570
118684,3,3130,1252,1878
118693,3,742,460,282
118718,3,9163,3973,5190
118772,3,5435,1909,3526
118888,3,974,0,974
118912,3,13846,6104,7742
118921,3,616,49,567
118930,3,7467,3395,4072
118958,3,48,6,42
118967,3,786,366,420
118976,3,15904,6863,9041
118994,3,76,74,2
119058,3,22,18,4
119067,3,8781,4624,4157
119137,3,13437,6491,6946
119164,3,25800,12569,13231
119173,3,2617,166,2451
119216,3,13324,5673,7651
119234,3,105,54,51
119270,3,1166,952,214
119331,3,5707,2494,3213
119340,3,267,51,216
119359,3,696,174,522
119368,3,232,59,173
119438,3,172,22,150
119456,3,494,74,420
119465,3,561,139,422
119508,3,747,329,418
119544,3,434,109,325
119553,3,764,265,499
119605,3,9788,4228,5560
119775,3,375,278,97
119845,3,153,3,150
119951,3,275,7,268
120069,3,280,34,246
120078,3,550,93,457
120087,3,193,36,157
120166,3,183,115,68
120184,3,1209,404,805
120254,3,2101,922,1179
120272,3,70,6,64
120290,3,9184,4651,4533
120342,3,20521,10634,9887
120403,3,1029,365,664
120421,3,6450,2946,3504
120537,3,872,389,483
120661,3,895,265,630
120698,3,191,63,128
120768,3,415,29,386
120838,3,14,10,4
120865,3,1601,703,898
120883,3,3869,1854,2015
120953,3,2946,2297,649
120971,3,22535,12708,9827
121017,3,99,4,95
121044,3,23437,11223,12214
121150,3,3516,1449,2067
121257,3,1081,433,648
121275,3,369,271,98
121309,3,2543,954,1589
121345,3,1587,762,825
121363,3,3339,1323,2016
121381,3,571,253,318
121433,3,108,7,101
121619,3,25559,16788,8771
121637,3,71,3,68
121691,3,3462,1541,1921
121707,3,2585,1158,1427
121859,3,228,9,219
121868,3,129,3,126
121886,3,14709,8047,6662
121901,3,16243,7160,9083
121983,3,168,47,121
121992,3,210,42,168
122117,3,9,2,7
122180,3,21765,9604,12161
122205,3,19229,8817,10412
122250,3,3,3,0
122296,3,506,75,431
122339,3,14054,6711,7343
122366,3,230,224,6
122375,3,21314,10265,11049
122384,3,10709,5999,4710
122409,3,26625,12011,14614
122436,3,5573,2501,3072
122454,3,468,203,265
122506,3,172,87,85
122597,3,25271,11012,14259
122612,3,6308,2394,3914
122658,3,15393,6617,8776
122685,3,1616,361,1255
122694,3,642,180,462
122728,3,1029,410,619
122746,3,7960,3602,4358
122755,3,25723,13154,12569
122791,3,8378,4350,4028
122834,3,543,173,370
122843,3,661,333,328
122852,3,188,28,160
122889,3,16042,7382,8660
122931,3,5404,2711,2693
122977,3,27747,13164,14583
123013,3,19533,8924,10609
123165,3,980,0,980
123208,3,1199,1154,45
123217,3,9747,4343,5404
123280,3,45,29,16
123299,3,7358,3089,4269
123341,3,17195,7935,9260
123350,3,181,17,164
123396,3,137,9,128
123457,3,1024,344,680
123484,3,2168,1153,1015
123493,3,1032,609,423
123509,3,8859,4223,4636
123527,3,11057,4924,6133
123554,3,3039,1249,1790
123563,3,8341,3399,4942
123572,3,8321,3227,5094
123581,3,147,130,17
123633,3,125,38,87
123642,3,374,37,337
123651,3,2057,680,1377
123679,3,898,246,652
123800,3,17611,8334,9277
123952,3,237,155,82
123961,3,18087,8950,9137
124113,3,5047,2975,2072
124292,3,366,185,181
124344,3,567,13,554
124487,3,263,130,133
124681,3,2732,1049,1683
124706,3,753,159,594
124779,3,33,3,30
124937,3,925,260,665
125028,3,11784,5329,6455
125082,3,105,1,104
125091,3,9981,4320,5661
125170,3,6036,2715,3321
125231,3,8064,1852,6212
125310,3,42,1,41
125462,3,2793,1122,1671
125471,3,9464,3801,5663
125499,3,8470,3839,4631
125532,3,1267,180,1087
125727,3,1295,505,790
125763,3,1651,728,923
125897,3,1353,659,694
126076,3,131,131,0
126119,3,6345,2516,3829
126164,3,90,1,89
126182,3,2227,1112,1115
126207,3,3852,1650,2202
126289,3,8920,4325,4595
126359,3,576,71,505
126401,3,389,115,274
126562,3,10470,5004,5466
126580,3,8888,4182,4706
126605,3,434,404,30
126614,3,25461,14012,11449
126669,3,3614,1141,2473
126678,3,2025,914,1111
126687,3,847,121,726
126702,3,1794,986,808
126711,3,3559,1625,1934
126748,3,649,226,423
126775,3,4197,3058,1139
126784,3,182,180,2
126818,3,22482,10960,11522
126827,3,1200,775,425
126854,3,62,3,59
126863,3,5694,2293,3401
126872,3,497,107,390
126915,3,262,86,176
126924,3,34,3,31
126942,3,8003,3498,4505
126951,3,1262,1209,53
127024,3,438,256,182
127060,3,5505,2494,3011
127158,3,2802,1951,851
127185,3,3859,1979,1880
127200,3,16297,7031,9266
127219,3,53,1,52
127228,3,174,9,165
127316,3,205,42,163
127389,3,538,217,321
127556,3,8733,3995,4738
127565,3,21696,10120,11576
127617,3,937,259,678
127653,3,380,137,243
127680,3,281,110,171
127699,3,258,58,200
127714,3,889,542,347
127732,3,1257,588,669
127741,3,9525,3517,6008
127778,3,1011,430,581
127787,3,371,74,297
127820,3,12747,5380,7367
127839,3,339,90,249
127884,3,4922,1884,3038
127909,3,8224,4069,4155
127918,3,4930,1809,3121
127945,3,722,262,460
127954,3,11,0,11
128106,3,4375,2023,2352
128151,3,1184,668,516
128179,3,815,665,150
128188,3,536,134,402
128258,3,1307,602,705
128328,3,3993,3097,896
128337,3,161,6,155
128391,3,1956,1157,799
128425,3,16,16,0
128498,3,1278,443,835
128540,3,127,7,120
128577,3,1360,679,681
128586,3,59,59,0
128674,3,524,139,385
128683,3,837,216,621
128726,3,171,37,134
128744,3,2835,959,1876
128771,3,9512,4956,4556
128780,3,1471,508,963
128896,3,304,75,229
128902,3,1878,742,1136
128957,3,151,24,127
129002,3,298,199,99
129020,3,17684,8957,8727
129154,3,3269,531,2738
129181,3,655,630,25
129215,3,4920,2263,2657
129242,3,3721,1504,2217
129349,3,156,10,146
129367,3,3732,1089,2643
129482,3,327,37,290
129525,3,5026,2511,2515
129534,3,48,26,22
129543,3,5288,2038,3250
129613,3,62,5,57
129686,3,77,28,49
129695,3,6773,3207,3566
129729,3,6627,2774,3853
129756,3,2403,1058,1345
129774,3,802,426,376
129808,3,4384,1783,2601
129923,3,465,192,273
129932,3,302,294,8
129941,3,4759,2408,2351
129969,3,295,64,231
130004,3,5133,2189,2944
130040,3,1233,439,794
130110,3,137,40,97
130129,3,503,66,437
130174,3,2630,1710,920
130183,3,6616,2757,3859
130217,3,1796,694,1102
130226,3,6486,2478,4008
130253,3,4409,1582,2827
130314,3,971,12,959
130396,3,7275,3037,4238
130448,3,772,94,678
130493,3,8257,3253,5004
130509,3,422,44,378
130590,3,2239,1150,1089
130606,3,3781,1660,2121
130624,3,902,597,305
130697,3,2888,1396,1492
130776,3,5184,2378,2806
130794,3,5422,2745,2677
130837,3,55,5,50
130873,3,638,50,588
130891,3,3978,1494,2484
130907,3,2857,1065,1792
130916,3,6492,2667,3825
130934,3,3719,1400,2319
130943,3,17729,7594,10135
130989,3,548,256,292
131061,3,146,3,143
131098,3,1481,678,803
131113,3,8475,2975,5500
131159,3,6829,2662,4167
131283,3,3641,1677,1964
131308,3,275,90,185
131399,3,4487,1634,2853
131450,3,1053,490,563
131469,3,10121,4515,5606
131496,3,7261,3282,3979
131520,3,6855,2236,4619
131742,3,1373,195,1178
131803,3,871,340,531
131830,3,37,18,19
131876,3,1810,76,1734
132268,3,689,655,34
132338,3,1924,925,999
132374,3,902,538,364
132408,3,499,315,184
132471,3,4284,1630,2654
132602,3,3723,1516,2207
132657,3,1732,917,815
132666,3,129,39,90
132675,3,139,75,64
132693,3,12736,5533,7203
132709,3,39162,16273,22889
132806,3,59,20,39
132842,3,263,64,199
132851,3,7113,2707,4406
132879,3,299,154,145
132903,3,50919,23111,27808
132976,3,225,91,134
133021,3,1635,604,1031
133085,3,491,254,237
133155,3,614,270,344
133386,3,12993,5359,7634
133465,3,972,235,737
133492,3,2163,840,1323
133508,3,12850,5203,7647
133526,3,862,461,401
133553,3,4666,3875,791
133650,3,8825,3407,5418
133669,3,24685,10726,13959
133702,3,25018,10338,14680
133711,3,2839,1177,1662
133809,3,558,279,279
133845,3,630,87,543
133854,3,508,86,422
133863,3,454,91,363
133872,3,2064,420,1644
133881,3,3191,2322,869
133942,3,68,9,59
133951,3,38234,17100,21134
133960,3,964,449,515
133979,3,1517,589,928
133997,3,5818,2028,3790
134024,3,70,16,54
134079,3,2379,932,1447
134097,3,32086,14441,17645
134112,3,4330,1401,2929
134121,3,99,25,74
134130,3,32346,14582,17764
134149,3,1746,443,1303
134228,3,28,7,21
134237,3,18880,14205,4675
134291,3,675,517,158
134307,3,710,685,25
134343,3,3643,1566,2077
134422,3,68,4,64
134495,3,23596,10343,13253
134510,3,194,104,90
134529,3,73,5,68
134574,3,173,52,121
134608,3,13993,5694,8299
134680,3,474,238,236
134714,3,257,58,199
134811,3,3167,1265,1902
134909,3,463,310,153
134945,3,3360,1251,2109
135063,3,445,81,364
135081,3,15788,4981,10807
135124,3,614,143,471
135142,3,290,8,282
135160,3,2234,781,1453
135179,3,637,291,346
135188,3,3510,1370,2140
135267,3,705,467,238
135276,3,1017,647,370
135294,3,890,526,364
135337,3,209,22,187
135364,3,510,338,172
135391,3,9421,3704,5717
135407,3,1252,616,636
135416,3,254,47,207
135522,3,446,200,246
135610,3,257,83,174
135647,3,1158,839,319
135717,3,61684,25993,35691
135726,3,11246,5481,5765
135735,3,1460,1358,102
135771,3,631,131,500
135939,3,189,68,121
135957,3,768,260,508
136048,3,98,6,92
136066,3,738,466,272
136075,3,39,2,37
136109,3,166,7,159
136145,3,898,262,636
136172,3,14006,6308,7698
136206,3,609,371,238
136215,3,5053,1505,3548
136233,3,5549,2315,3234
136288,3,714,233,481
136303,3,392,136,256
136330,3,2501,879,1622
136358,3,26106,11497,14609
136400,3,8211,3254,4957
136473,3,9026,3595,5431
136491,3,1044,735,309
136516,3,9443,3555,5888
136659,3,277,170,107
136765,3,717,387,330
136774,3,1253,486,767
136783,3,32,4,28
136826,3,816,475,341
136950,3,2608,1052,1556
137023,3,631,312,319
137032,3,11993,5046,6947
137078,3,27166,10658,16508
137087,3,1128,629,499
137096,3,13764,6224,7540
137120,3,670,423,247
137148,3,128,37,91
137209,3,16567,7118,9449
137245,3,1244,606,638
137272,3,77,76,1
137281,3,5173,1966,3207
137315,3,2031,785,1246
137351,3,30376,13521,16855
137476,3,1035,463,572
137537,3,226,25,201
137546,3,2711,1175,1536
137564,3,2633,1197,1436
137591,3,281,70,211
137713,3,142,45,97
137759,3,12249,5810,6439
137777,3,32,32,0
137801,3,738,404,334
137810,3,468,137,331
137847,3,6476,2897,3579
137856,3,58,46,12
137865,3,421,205,216
137953,3,289,167,122
137962,3,222,134,88
138132,3,79,4,75
138187,3,34819,15797,19022
138275,3,1023,489,534
138284,3,349,184,165
138293,3,662,456,206
138309,3,5627,1440,4187
138354,3,9906,4256,5650
138372,3,586,313,273
138479,3,827,430,397
138488,3,437,131,306
138497,3,288,177,111
138558,3,3194,1469,1725
138600,3,858,0,858
138655,3,379,303,76
138664,3,36,16,20
138682,3,3743,1498,2245
138691,3,5984,1828,4156
138716,3,3566,1221,2345
138761,3,311,155,156
138789,3,6206,2053,4153
138813,3,2974,1686,1288
138822,3,528,51,477
138840,3,4568,1845,2723
138868,3,1354,612,742
138901,3,2950,1073,1877
138938,3,62,19,43
138947,3,2629,651,1978
138956,3,4294,1874,2420
139010,3,2533,709,1824
139074,3,744,137,607
139092,3,53,7,46
139144,3,2122,802,1320
139153,3,554,222,332
139199,3,1683,185,1498
139205,3,543,300,243
139214,3,233,16,217
139250,3,2855,903,1952
139278,3,6283,2197,4086
139287,3,103,69,34
139311,3,6445,1919,4526
139357,3,3556,1269,2287
139366,3,6849,2781,4068
139384,3,5220,1745,3475
139393,3,1063,462,601
139463,3,4852,1886,2966
139506,3,68,29,39
139579,3,775,272,503
139621,3,2803,1204,1599
139630,3,709,361,348
139658,3,7705,3337,4368
139700,3,5324,2043,3281
139719,3,2805,1210,1595
139746,3,60,16,44
139755,3,13975,9343,4632
139764,3,2598,936,1662
139861,3,5636,2256,3380
139904,3,1549,761,788
139931,3,17103,8581,8522
139940,3,24128,10091,14037
139959,3,26120,11251,14869
139968,3,4031,1327,2704
139986,3,4919,1686,3233
139995,3,174,84,90
140003,3,368,59,309
140012,3,6918,2718,4200
140164,3,22211,9292,12919
140234,3,854,394,460
140243,3,3227,1209,2018
140252,3,765,390,375
140331,3,9935,4328,5607
140340,3,391,164,227
140447,3,4304,1584,2720
140553,3,2161,2161,0
140599,3,1453,481,972
140678,3,2300,981,1319
140696,3,1020,441,579
140720,3,921,470,451
140818,3,1281,425,856
140827,3,116,46,70
140872,3,1191,604,587
140942,3,4523,1715,2808
140951,3,8750,3139,5611
140960,3,4462,2019,2443
140988,3,1518,644,874
141006,3,1644,835,809
141015,3,135,69,66
141060,3,2129,0,2129
141097,3,5636,4601,1035
141158,3,1255,407,848
141167,3,815,382,433
141185,3,817,393,424
141237,3,697,334,363
141255,3,3378,1186,2192
141264,3,9634,3918,5716
141325,3,530,0,530
141334,3,9777,3616,6161
141361,3,1083,460,623
141468,3,1678,649,1029
141486,3,1864,654,1210
141565,3,3335,1346,1989
141574,3,14097,6438,7659
141608,3,85,40,45
141644,3,5386,2370,3016
141680,3,3434,2187,1247
141796,3,6025,2639,3386
141802,3,1251,494,757
141811,3,5932,2545,3387
141839,3,3553,1282,2271
141848,3,81,6,75
141945,3,188,62,126
141981,3,2192,740,1452
141990,3,1911,712,1199
142054,3,552,91,461
142090,3,183,101,82
142115,3,16557,7841,8716
142179,3,575,209,366
142276,3,9337,4475,4862
142285,3,8539,4586,3953
142294,3,1086,487,599
142328,3,3161,1213,1948
142337,3,251,147,104
142407,3,57,0,57
142416,3,25,2,23
142443,3,5095,2066,3029
142461,3,1251,496,755
142489,3,36,1,35
142522,3,20208,8594,11614
142559,3,5023,1920,3103
142869,3,45,4,41
142878,3,40,2,38
142887,3,406,190,216
143048,3,2641,781,1860
143084,3,2504,1081,1423
143118,3,3236,1190,2046
143181,3,33,2,31
143215,3,9862,4365,5497
143279,3,4736,1930,2806
143288,3,539,228,311
143297,3,243,30,213
143303,3,20,2,18
143358,3,4823,2308,2515
143376,3,395,18,377
143464,3,105,1,104
143473,3,83,4,79
143482,3,84,2,82
143491,3,125,1,124
143516,3,79,7,72
143534,3,32,1,31
143543,3,81,8,73
143552,3,86,0,86
143613,3,1724,576,1148
143695,3,23,1,22
144005,3,4321,1230,3091
144050,3,5697,3022,2675
144157,3,4509,1689,2820
144166,3,5222,1531,3691
144175,3,3671,1612,2059
144184,3,6221,2576,3645
144193,3,4791,1939,2852
144209,3,8752,3692,5060
144218,3,9444,3971,5473
144281,3,9577,4292,5285
144351,3,1563,618,945
144467,3,958,472,486
144485,3,590,404,186
144564,3,2339,1091,1248
144573,3,58,5,53
144740,3,16120,7454,8666
144795,3,147,5,142
144865,3,21214,10166,11048
144883,3,679,285,394
144892,3,8255,3351,4904
144944,3,8599,4004,4595
144962,3,2819,1124,1695
144971,3,667,274,393
145099,3,53,2,51
145239,3,375,63,312
145309,3,44,16,28
145336,3,3179,1014,2165
145354,3,82,4,78
145372,3,1101,566,535
145406,3,218,4,214
145424,3,81,1,80
145433,3,92,6,86
145460,3,381,99,282
145497,3,458,59,399
145521,3,1698,644,1054
145600,3,16601,8240,8361
145619,3,3739,1480,2259
145637,3,31663,17793,13870
145646,3,2000,885,1115
145682,3,7882,3529,4353
145691,3,981,490,491
145707,3,899,321,578
145725,3,2855,2014,841
145770,3,293,89,204
145813,3,17667,7952,9715
145831,3,2981,1205,1776
146010,3,345,149,196
146205,3,3857,1740,2117
146278,3,1638,654,984
146296,3,13014,6057,6957
146339,3,1020,454,566
146348,3,3115,1180,1935
146366,3,3091,1150,1941
146393,3,1579,385,1194
146418,3,3627,1650,1977
146427,3,1402,603,799
146454,3,33,0,33
146472,3,11978,5657,6321
146481,3,1577,665,912
146506,3,4118,1719,2399
146533,3,284,38,246
146603,3,4678,1918,2760
146612,3,4489,1939,2550
146621,3,55,0,55
146667,3,613,291,322
146676,3,1163,511,652
146685,3,5751,2413,3338
146700,3,617,473,144
146719,3,9931,3595,6336
146755,3,191,16,175
146791,3,209,104,105
146807,3,62,6,56
146816,3,209,39,170
146825,3,542,236,306
147004,3,4892,2291,2601
147013,3,2312,1016,1296
147129,3,508,64,444
147165,3,532,105,427
147244,3,2122,870,1252
147341,3,1247,563,684
147369,3,3019,1682,1337
147378,3,10987,5251,5736
147396,3,103,94,9
147411,3,2914,1349,1565
147439,3,86,5,81
147536,3,1393,321,1072
147590,3,87,27,60
147642,3,78,3,75
147660,3,2700,1189,1511
147679,3,2190,802,1388
147703,3,15782,7910,7872
147749,3,430,95,335
147767,3,8855,4341,4514
147776,3,8827,3941,4886
147800,3,10111,4957,5154
147819,3,70,1,69
147828,3,3325,1221,2104
147916,3,7429,3796,3633
147970,3,179,17,162
148007,3,4651,1876,2775
148016,3,495,231,264
148098,3,49,3,46
148131,3,1166,514,652
148140,3,200,102,98
148177,3,2322,1037,1285
148256,3,1747,773,974
148292,3,2634,978,1656
148335,3,2775,1375,1400
148380,3,7395,3216,4179
148399,3,484,80,404
148405,3,963,353,610
148487,3,3596,1357,2239
148496,3,2020,680,1340
148511,3,121,36,85
148575,3,417,46,371
148584,3,1757,552,1205
148593,3,124,12,112
148627,3,2891,946,1945
148654,3,2959,1452,1507
148672,3,1788,716,1072
148821,3,1309,473,836
148849,3,97,57,40
148876,3,1598,350,1248
148937,3,1027,454,573
148955,3,64,4,60
148991,3,1207,493,714
149028,3,220,19,201
149204,3,45,0,45
149222,3,13220,7246,5974
149231,3,11179,5273,5906
149310,3,86,22,64
149329,3,67,67,0
149365,3,4642,1574,3068
149499,3,14,0,14
149505,3,1191,423,768
149514,3,899,466,433
149532,3,9184,4130,5054
149550,3,189,9,180
149639,3,104,51,53
149727,3,8055,3591,4464
149763,3,321,40,281
149772,3,9873,5053,4820
149781,3,2415,1172,1243
149842,3,11217,5029,6188
150048,3,398,164,234
150066,3,1862,743,1119
150075,3,9,0,9
150136,3,15985,6735,9250
150145,3,1579,532,1047
150163,3,3998,1573,2425
150172,3,988,557,431
150251,3,252,14,238
150303,3,182,5,177
150400,3,2272,1031,1241
150428,3,53,2,51
150437,3,77,0,77
150455,3,1016,452,564
150534,3,2373,993,1380
150604,3,969,483,486
150668,3,778,327,451
150677,3,1286,544,742
150695,3,70,2,68
150710,3,108,59,49
150756,3,1159,496,663
150765,3,86,3,83
150774,3,490,305,185
150853,3,116,5,111
150941,3,1030,441,589
150987,3,87017,35595,51422
151102,3,9795,4537,5258
151111,3,21569,9390,12179
151166,3,3726,681,3045
151263,3,4108,1362,2746
151290,3,5670,2143,3527
151306,3,8764,3578,5186
151324,3,10173,4673,5500
151333,3,2708,901,1807
151342,3,5538,2112,3426
151351,3,31984,15938,16046
151360,3,4764,1510,3254
151379,3,5699,2405,3294
151388,3,3132,1071,2061
151458,3,406,95,311
151467,3,399,81,318
151494,3,525,360,165
151500,3,283,174,109
151519,3,4296,2738,1558
151537,3,40,3,37
151564,3,39,0,39
151607,3,82,1,81
151616,3,619,139,480
151625,3,290,60,230
151652,3,194,15,179
151661,3,1240,1208,32
151777,3,1188,566,622
151786,3,2054,738,1316
151801,3,10625,3552,7073
151810,3,452,143,309
151829,3,96,4,92
151874,3,62,27,35
151944,3,423,86,337
151962,3,63,34,29
152044,3,87,27,60
152080,3,8466,4460,4006
152099,3,587,284,303
152150,3,37,2,35
152220,3,81,6,75
152248,3,7466,3176,4290
152266,3,3514,1455,2059
152275,3,187,60,127
152309,3,51,6,45
152318,3,2165,1702,463
152327,3,39,5,34
152336,3,1878,537,1341
152363,3,1096,444,652
152381,3,630,19,611
152390,3,1470,0,1470
152415,3,366,33,333
152497,3,269,8,261
152530,3,1873,855,1018
152567,3,1431,1030,401
152600,3,3209,1554,1655
152628,3,89,1,88
152637,3,8313,4626,3687
152673,3,896,896,0
152798,3,398,26,372
152822,3,1007,447,560
152992,3,999,426,573
153001,3,2125,739,1386
153074,3,122,4,118
153083,3,192,4,188
153092,3,11,6,5
153108,3,1303,629,674
153126,3,995,332,663
153144,3,1355,620,735
153162,3,1122,505,617
153171,3,34,1,33
153214,3,14928,6634,8294
153241,3,89,57,32
153250,3,1338,726,612
153269,3,3310,1434,1876
153278,3,1687,969,718
153296,3,827,423,404
153302,3,187,94,93
153311,3,5709,2267,3442
153320,3,220,102,118
153339,3,21,1,20
153366,3,1434,632,802
153375,3,2079,877,1202
153384,3,1661,751,910
153409,3,205,35,170
153418,3,483,93,390
153427,3,177,99,78
153445,3,4276,1863,2413
153463,3,32,0,32
153472,3,3070,1291,1779
153524,3,3494,1752,1742
153533,3,1715,770,945
153542,3,17,3,14
153588,3,21,18,3
153597,3,150,6,144
153603,3,27112,15332,11780
153621,3,578,212,366
153630,3,5097,2112,2985
153658,3,21314,10260,11054
153737,3,10645,4950,5695
153746,3,92,5,87
153764,3,100,6,94
153773,3,103,3,100
153782,3,84,3,81
153825,3,1521,785,736
153834,3,2388,1031,1357
153861,3,316,170,146
153922,3,1266,478,788
153977,3,826,121,705
154004,3,1267,600,667
154013,3,1454,444,1010
154022,3,50403,14371,36032
154059,3,2139,941,1198
154095,3,10170,4384,5786
154101,3,1147,509,638
154110,3,3025,1088,1937
154129,3,826,394,432
154165,3,63,1,62
154174,3,39,19,20
154208,3,141,4,137
154235,3,2716,1129,1587
154262,3,184,28,156
154332,3,47,2,45
154341,3,64,5,59
154350,3,1687,740,947
154378,3,2698,1070,1628
154396,3,942,370,572
154448,3,190,7,183
154457,3,54,0,54
154466,3,68,1,67
154493,3,4513,1808,2705
154518,3,1090,671,419
154527,3,1669,794,875
154545,3,46,7,39
154572,3,3557,1386,2171
154590,3,1558,792,766
154642,3,2852,1007,1845
154688,3,1759,773,986
154697,3,2585,1163,1422
154712,3,1750,826,924
154721,3,604,361,243
154749,3,482,237,245
154767,3,486,78,408
154776,3,506,126,380
154794,3,88,31,57
154800,3,6861,2835,4026
154837,3,82,29,53
154855,3,765,421,344
154907,3,1296,460,836
154925,3,1273,716,557
154934,3,815,255,560
154952,3,3395,1333,2062
154970,3,111,10,101
154998,3,1161,611,550
155007,3,419,127,292
155025,3,3724,1477,2247
155052,3,600,337,263
155061,3,11064,4523,6541
155070,3,233,113,120
155089,3,1568,693,875
155098,3,1409,754,655
155104,3,1448,677,771
155140,3,741,371,370
155159,3,77,2,75
155177,3,440,183,257
155186,3,1777,772,1005
155195,3,4064,1737,2327
155201,3,678,320,358
155210,3,12361,5795,6566
155283,3,783,112,671
155292,3,5327,2093,3234
155317,3,18731,9398,9333
155335,3,1276,438,838
155353,3,40,32,8
155399,3,19647,10283,9364
155414,3,664,308,356
155423,3,1161,679,482
155441,3,37,4,33
155450,3,1374,488,886
155487,3,750,345,405
155496,3,301,170,131
155511,3,632,374,258
155520,3,1390,542,848
155566,3,1434,429,1005
155593,3,504,355,149
155618,3,391,262,129
155627,3,533,300,233
155636,3,246,72,174
155681,3,6005,3107,2898
155715,3,928,411,517
155812,3,782,277,505
